doc_id,image_path,parse_success,gt_vendor_name,pred_vendor_name,pred_vendor_confidence,vendor_exact_match,vendor_normalized_match,vendor_fuzzy_score,vendor_fuzzy_match,gt_invoice_date,pred_invoice_date,pred_invoice_date_confidence,date_exact_match,date_normalized_match,gt_total,pred_total,pred_total_confidence,total_exact_match,total_normalized_match,gt_total_normalized,pred_total_normalized,document_quality_issues,all_key_fields_exact_match,all_key_fields_normalized_match,all_key_fields_fuzzy_match,error_types
sroie_train_X51005711456,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005711456.jpg,True,MIZU MENTAI SDN. BHD.,MIZU MENTAI SDN. BHD.,0.9,True,True,1.0,True,31-03-2018,31-03-2018,0.9,True,True,65.55,65.55,0.9,True,True,65.55,65.55,,True,True,True,
sroie_train_X51005444045,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005444045.jpg,True,99 SPEED MART S/B,99 SPEED MART S/B,0.9,True,True,1.0,True,19-03-18,19-03-18,0.9,True,True,11.40,11.40,0.9,True,True,11.40,11.40,,True,True,True,
sroie_train_X51008145504,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008145504.jpg,True,AMTECH ELECTRICAL SUPPLIES,AMTECH ELECTRICAL SUPPLIES,0.9,True,True,1.0,True,27/06/18,27/06/18,0.9,True,True,136.00,136.00,0.9,True,True,136.00,136.00,,True,True,True,
sroie_train_X51005568913,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005568913.jpg,True,IKANO HANDEL SDN BHD,IKANO HANDEL SDN BHD,0.95,True,True,1.0,True,27/07/17,27/07/17,0.95,True,True,538.00,538.00,0.95,True,True,538.00,538.00,,True,True,True,
sroie_train_X51005711404,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005711404.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,0.95,True,True,1.0,True,14-03-2018,14-03-2018,0.95,True,True,4.80,4.80,0.95,True,True,4.80,4.80,,True,True,True,
sroie_train_X51006414719,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414719.jpg,True,AEON CO. (M) BHD,"AEON CO., (M) BHD",0.9,False,True,1.0,True,12/04/2018,12/04/2018,0.9,True,True,4.40,4.40,0.9,True,True,4.40,4.40,,False,True,True,
sroie_train_X51005677334,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005677334.jpg,True,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,0.9,True,True,1.0,True,31/01/2018,31/01/2018,0.9,True,True,82.68,82.68,0.9,True,True,82.68,82.68,,True,True,True,
sroie_train_X51005745183,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005745183.jpg,True,BILLION SIX ENTERPRISE,BILLION SIX ENTERPRISE,0.95,True,True,1.0,True,22/02/2018,22/02/2018,0.95,True,True,63.80,63.80,0.95,True,True,63.80,63.80,,True,True,True,
sroie_train_X51005676544,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005676544.jpg,True,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,0.9,True,True,1.0,True,02/01/2018,02/01/2018,0.9,True,True,2.12,2.12,0.9,True,True,2.12,2.12,,True,True,True,
sroie_train_X51006619550,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006619550.jpg,True,HAI-O RAYA BHD,HAI-O RAYA BHD,0.9,True,True,1.0,True,15/12/2016,15/12/2016,0.9,True,True,47.70,47.70,0.9,True,True,47.70,47.70,,True,True,True,
sroie_train_X51008142031,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008142031.jpg,True,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,0.95,True,True,1.0,True,22-05-2018,22-05-2018,0.95,True,True,71.00,71.00,0.95,True,True,71.00,71.00,,True,True,True,
sroie_train_X51006913030,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006913030.jpg,True,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,0.95,True,True,1.0,True,10 MAY 2018,10 May 2018 12:32,0.95,False,True,$10.30,10.30,0.95,False,True,10.30,10.30,,False,True,True,total_format_only_mismatch
sroie_train_X51007225417,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007225417.jpg,True,ENW HARDWARE CENTRE (M) SDN. BHD.,ENW Hardware Centre (M) Sdn. Bhd.,0.95,False,True,1.0,True,09/04/2018,09/04/2018,0.95,True,True,51.00,51.00,0.95,True,True,51.00,51.00,,False,True,True,
sroie_train_X51007339648,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339648.jpg,True,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,0.95,True,True,1.0,True,12/09/2017,12/09/2017,0.95,True,True,30.00,30.00,0.95,True,True,30.00,30.00,,True,True,True,
sroie_train_X51006414713,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414713.jpg,True,YHM AEON TEBRAU CITY,YHM Aeon Tebrau City,0.9,False,True,1.0,True,17/04/2018,17/04/2018,0.9,True,True,81.80,81.80,0.9,True,True,81.80,81.80,blurred text,False,True,True,document_quality_issue
sroie_train_X51006335552,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006335552.jpg,True,YONG SOON FATT S/B,YONG SOON FATT S/B,0.9,True,True,1.0,True,6/2/2017,6/2/2017,0.9,True,True,758.70,758.70,0.9,True,True,758.70,758.70,blurred text;handwritten signature,True,True,True,document_quality_issue
sroie_train_X51007339658,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339658.jpg,True,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,0.95,True,True,1.0,True,04/09/2017,04/09/2017,0.95,True,True,28.00,28.00,0.95,True,True,28.00,28.00,handwritten text,True,True,True,document_quality_issue
sroie_train_X51005605284,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005605284.jpg,True,ADVANCO COMPANY,ADVANCO COMPANY,0.95,True,True,1.0,True,23/03/2018,23/03/2018,0.95,True,True,83.00,83.00,0.95,True,True,83.00,83.00,,True,True,True,
sroie_train_X51005676540,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005676540.jpg,True,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,0.95,True,True,1.0,True,11/01/2018,11/01/2018,0.95,True,True,116.28,116.28,0.95,True,True,116.28,116.28,,True,True,True,
sroie_train_X51006556818,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006556818.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,0.95,True,True,1.0,True,03/09/2017,03/09/2017,0.95,True,True,29.59,29.59,0.95,True,True,29.59,29.59,,True,True,True,
sroie_train_X51006619496,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006619496.jpg,True,99 SPEED MART S/B,99 SPEED MART S/B,0.9,True,True,1.0,True,14-12-16,14-12-16,0.9,True,True,61.65,61.65,0.9,True,True,61.65,61.65,,True,True,True,
sroie_train_X51006557161,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006557161.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,0.95,True,True,1.0,True,24/10/2017,24/10/2017,0.95,True,True,41.87,41.87,0.95,True,True,41.87,41.87,,True,True,True,
sroie_train_X51006733494,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006733494.jpg,True,KEDAI UHAT DAN RUNCIT CHONG HWA,Kedai Ubat Dan Runcit CHONG HWA,0.95,False,False,0.9677,True,"OCT 3, 2016","Oct 3, 2016",0.95,False,True,RM33.90,33.90,0.95,False,True,33.90,33.90,,False,False,True,vendor_fuzzy_only_match;total_format_only_mismatch
sroie_train_X51006388082,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006388082.jpg,True,BROADVIEW MARKETING SDN BHD,Broadview Marketing Sdn Bhd,0.9,False,True,1.0,True,15/05/2017,15/05/2017,0.9,True,True,4.70,4.70,0.9,True,True,4.70,4.70,,False,True,True,
sroie_train_X51005447852,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005447852.jpg,True,99 SPEED MART S/B,99 SPEED MART S/B,0.9,True,True,1.0,True,20-02-18,20-02-18,0.9,True,True,9.90,9.90,0.9,True,True,9.90,9.90,,True,True,True,
sroie_train_X51007843145,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007843145.jpg,True,ESJAY FUEL ENTERPRISE,BHPetrol Permas Jaya 2,0.9,False,False,0.2791,False,30-06-2018,30-06-2018,0.9,True,True,50.00,50.00,0.9,True,True,50.00,50.00,,False,False,False,vendor_mismatch
sroie_train_X51005200938,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005200938.jpg,True,PERNIAGAAN ZHENG HUI,PERNIAGAAN ZHENG HUI,0.95,True,True,1.0,True,12/02/2018,12/02/2018,0.95,True,True,112.45,112.46,0.95,False,False,112.45,112.46,,False,False,False,total_mismatch
sroie_train_X51006556828,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006556828.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,0.95,True,True,1.0,True,25/09/2017,25/09/2017,0.95,True,True,36.55,36.55,0.95,True,True,36.55,36.55,,True,True,True,
sroie_train_X51007846307,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007846307.jpg,True,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,0.9,True,True,1.0,True,12 JUN 2018,12 Jun 2018 16:14,0.9,False,True,RM7.70,7.70,0.9,False,True,7.70,7.70,,False,True,True,total_format_only_mismatch
sroie_train_X51005301659,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005301659.jpg,True,HOME MASTER HARDWARE & ELECTRICAL,HOME MASTER HARDWARE & ELECTRICAL,0.9,True,True,1.0,True,22/12/2017,22/12/2017,0.9,True,True,15.90,15.90,0.9,True,True,15.90,15.90,,True,True,True,
sroie_train_X51007846395,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007846395.jpg,True,GERBANG ALAF RESTAURANTS SDN BHD,Gerbang Alaf Restaurants Sdn Bhd,0.9,False,True,1.0,True,24/06/2018,24/06/2018,0.9,True,True,12.80,12.80,0.9,True,True,12.80,12.80,,False,True,True,
sroie_train_X51008123586,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008123586.jpg,True,MYNEWS RETAIL SB,myNEWS.com,0.9,False,False,0.4516,False,29/06/2018,29/06/2018,0.9,True,True,7.70,7.70,0.9,True,True,7.70,7.70,,False,False,False,vendor_mismatch
sroie_train_X51006414394,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414394.jpg,True,RESTORAN SIAM VILLAGE,RESTORAN SIAM VILLAGE,0.9,True,True,1.0,True,27/04/2018,27/04/2018,0.9,True,True,275.90,275.90,0.9,True,True,275.90,275.90,,True,True,True,
sroie_train_X51008114217,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008114217.jpg,True,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,0.95,True,True,1.0,True,30-06-18,30-06-18,0.95,True,True,27.25,27.25,0.95,True,True,27.25,27.25,,True,True,True,
sroie_train_X51006332649,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006332649.jpg,True,BEMED (SP) SDN. BHD.,BEMED (SP) SDN. BHD.,0.9,True,True,1.0,True,25/FEB/2017,25/Feb/2017,0.9,False,True,217.00,217.00,0.9,True,True,217.00,217.00,,False,True,True,
sroie_train_X51006466062,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006466062.jpg,True,WESTERN EASTERN ST TIONERY SDN. BHD,WESTERN EASTERN STATIONERY SDN. BHD,0.9,False,False,0.9706,True,16-04-2018,16-04-2018,0.9,True,True,RM5.00,5.00,0.9,False,True,5.00,5.00,,False,False,True,vendor_fuzzy_only_match;total_format_only_mismatch
sroie_train_X51005268472,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005268472.jpg,True,ASIA MART,ASIA MART,0.9,True,True,1.0,True,22/12/2017,22/12/2017,0.9,True,True,32.70,32.70,0.9,True,True,32.70,32.70,,True,True,True,
sroie_train_X51007339131,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339131.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,0.95,True,True,1.0,True,18/09/2017,18/09/2017,0.95,True,True,12.40,12.40,0.95,True,True,12.40,12.40,,True,True,True,
sroie_train_X51007339156,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339156.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,0.95,True,True,1.0,True,08/07/2017,08/07/2017,0.95,True,True,8.70,8.70,0.95,True,True,8.70,8.70,OCR issues with some text,True,True,True,document_quality_issue
sroie_train_X51005719902,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005719902.jpg,True,KING'S CONFECTIONERY S/B,KING'S CONFECTIONERY S/B,0.95,True,True,1.0,True,11/03/18,11/03/18,0.95,True,True,25.15,25.15,0.95,True,True,25.15,25.15,,True,True,True,
sroie_train_X51006414703,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414703.jpg,True,AEON CO. (M) BHD,"AEON CO., (M) BHD",0.9,False,True,1.0,True,22/04/2018,22/04/2018,0.9,True,True,98.35,88.35,0.9,False,False,98.35,88.35,,False,False,False,total_mismatch
sroie_train_X51007339118,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339118.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,0.95,True,True,1.0,True,07/11/2017,07/11/2017,0.95,True,True,2.00,2.00,0.95,True,True,2.00,2.00,,True,True,True,
sroie_train_X51006867436,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006867436.jpg,True,GUARDIAN HEALTH AND BEAUTY SDN BHD,Guardian Health And Beauty Sdn Bhd,0.95,False,True,1.0,True,24/05/18,24/05/18,0.95,True,True,4.50,4.50,0.95,True,True,4.50,4.50,blurred text,False,True,True,document_quality_issue
sroie_train_X51006620187,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006620187.jpg,True,ANEKA INTERTRADE MARKETING SDN BHD,Aneka Intertrade Marketing Sdn Bhd,0.9,False,True,1.0,True,19/05/16,19/05/16,0.9,True,True,6.85,6.85,0.9,True,True,6.85,6.85,,False,True,True,
sroie_train_X51007339139,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339139.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,0.95,True,True,1.0,True,21/03/2017,21/03/2017,0.95,True,True,10.00,10.00,0.95,True,True,10.00,10.00,,True,True,True,
sroie_train_X51008123450,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008123450.jpg,True,SANJUNG REALITI SDN. BHD.,Sanjung Realiti Sdn. Bhd.,0.95,False,True,1.0,True,27/06/18,27/06/18,0.95,True,True,1.50,1.50,0.95,True,True,1.50,1.50,,False,True,True,
sroie_train_X51005605334,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005605334.jpg,True,POPULAR BOOK CO. (M) SDN BHD,POPULAR BOOK CO. (M) SDN BHD,0.95,True,True,1.0,True,29/03/18,29/03/18,0.95,True,True,9.65,9.65,0.95,True,True,9.65,9.65,,True,True,True,
sroie_train_X51007339152,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339152.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,0.95,True,True,1.0,True,06/07/2017,06/07/2017,0.95,True,True,4.50,4.50,0.95,True,True,4.50,4.50,tear,True,True,True,document_quality_issue
sroie_train_X51005711401,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005711401.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,0.95,True,True,1.0,True,19-03-2018,19-03-2018,0.95,True,True,6.00,6.00,0.95,True,True,6.00,6.00,,True,True,True,
sroie_train_X51006332575,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006332575.jpg,True,TANJONGMAS BOOKCENTRE (PJ) SDN BHD,TANJONGMAS BOOKCENTRE (PJ) SDN BHD,0.9,True,True,1.0,True,17/03/2017,17/03/2017,0.9,True,True,62.00,62.00,0.9,True,True,62.00,62.00,,True,True,True,
sroie_train_X51005745187,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005745187.jpg,True,SLF CASH & CARRY,SLF CASH & CARRY,0.9,True,True,1.0,True,03/02/2018,03/03/2018,0.9,False,False,21.20,21.20,0.9,True,True,21.20,21.20,,False,False,False,date_mismatch
sroie_train_X51008064061,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008064061.jpg,True,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,0.9,True,True,1.0,True,03-05-18,03-05-18,0.9,True,True,69.20,69.20,0.9,True,True,69.20,69.20,,True,True,True,
sroie_train_X51005676543,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005676543.jpg,True,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,0.95,True,True,1.0,True,02/01/2018,02/01/2018,0.95,True,True,13.25,13.25,0.95,True,True,13.25,13.25,,True,True,True,
sroie_train_X51008142068,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008142068.jpg,True,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,0.95,True,True,1.0,True,11/05/2018,11/05/2018,0.95,True,True,68.90,68.90,0.95,True,True,68.90,68.90,,True,True,True,
sroie_train_X51005757290,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005757290.jpg,True,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,0.95,True,True,1.0,True,17-03-18,17-03-18,0.95,True,True,42.90,42.90,0.95,True,True,42.90,42.90,text_overlap,True,True,True,document_quality_issue
sroie_train_X51007339642,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339642.jpg,True,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,0.95,True,True,1.0,True,28/09/2017,28/09/2017,0.95,True,True,14.00,14.00,0.95,True,True,14.00,14.00,,True,True,True,
sroie_train_X51006414720,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414720.jpg,True,PASARAYA JALAL SDN BHD,PASARAYA JALAL SDN BHD,0.9,True,True,1.0,True,20/04/2018,20/04/2018,0.9,True,True,6.40,6.40,0.9,True,True,6.40,6.40,,True,True,True,
sroie_train_X51006555814,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006555814.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,0.95,True,True,1.0,True,27/07/2017,27/07/2017,0.95,True,True,94.19,94.19,0.95,True,True,94.19,94.19,,True,True,True,
sroie_train_X00016469669,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X00016469669.jpg,True,ABC HO TRADING,ABC HO TRADING,0.95,True,True,1.0,True,09/01/2019,09/01/2019,0.95,True,True,31.00,31.00,0.95,True,True,31.00,31.00,,True,True,True,
sroie_train_X51006713996,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006713996.jpg,True,SKCA HARDWARE & TIMBER SDN. BHD.,SKCA HARDWARE & TIMBER SDN. BHD.,0.9,True,True,1.0,True,01-NOV-2017,01-Nov-2017,0.9,False,True,142.00,142.00,0.9,True,True,142.00,142.00,,False,True,True,
