doc_id,image_path,parse_success,gt_vendor_name,pred_vendor_name,vendor_exact_match,vendor_normalized_match,gt_invoice_date,pred_invoice_date,date_exact_match,date_normalized_match,gt_total,pred_total,total_exact_match,total_normalized_match,gt_total_normalized,pred_total_normalized,all_key_fields_exact_match,all_key_fields_normalized_match,error_types
sroie_train_X51005605284,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005605284.jpg,True,ADVANCO COMPANY,ADVANCO COMPANY,True,True,23/03/2018,23/03/2018,True,True,83.00,83.00,True,True,83.00,83.00,True,True,
sroie_train_X51005676540,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005676540.jpg,True,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,True,True,11/01/2018,11/01/2018,True,True,116.28,116.28,True,True,116.28,116.28,True,True,
sroie_train_X51006556818,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006556818.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,True,True,03/09/2017,03/09/2017,True,True,29.59,29.59,True,True,29.59,29.59,True,True,
sroie_train_X51006619496,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006619496.jpg,True,99 SPEED MART S/B,99 SPEED MART S/B,True,True,14-12-16,14-12-16,True,True,61.65,61.65,True,True,61.65,61.65,True,True,
sroie_train_X51006557161,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006557161.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,True,True,24/10/2017,24/10/2017,True,True,41.87,41.87,True,True,41.87,41.87,True,True,
sroie_train_X51006733494,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006733494.jpg,True,KEDAI UHAT DAN RUNCIT CHONG HWA,Kedai Ubat Dan Runcit CHONG HWA,False,False,"OCT 3, 2016","Oct 3, 2016",False,True,RM33.90,33.90,False,True,33.90,33.90,False,False,vendor_mismatch;total_format_only_mismatch
sroie_train_X51006388082,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006388082.jpg,True,BROADVIEW MARKETING SDN BHD,Broadview Marketing Sdn Bhd,False,True,15/05/2017,15/05/2017,True,True,4.70,4.70,True,True,4.70,4.70,False,True,
sroie_train_X51005447852,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005447852.jpg,True,99 SPEED MART S/B,99 SPEED MART S/B,True,True,20-02-18,20-02-18,True,True,9.90,9.90,True,True,9.90,9.90,True,True,
sroie_train_X51007843145,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007843145.jpg,True,ESJAY FUEL ENTERPRISE,BHPetrol Permas Jaya 2,False,False,30-06-2018,30-06-2018,True,True,50.00,50.00,True,True,50.00,50.00,False,False,vendor_mismatch
sroie_train_X51005200938,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005200938.jpg,True,PERNIAGAAN ZHENG HUI,PERNIAGAAN ZHENG HUI,True,True,12/02/2018,12/02/2018,True,True,112.45,112.46,False,False,112.45,112.46,False,False,total_mismatch
sroie_train_X51006556828,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006556828.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,True,True,25/09/2017,25/09/2017,True,True,36.55,36.55,True,True,36.55,36.55,True,True,
sroie_train_X51007846307,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007846307.jpg,True,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,True,True,12 JUN 2018,12 Jun 2018,False,True,RM7.70,7.70,False,True,7.70,7.70,False,True,total_format_only_mismatch
sroie_train_X51005301659,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005301659.jpg,True,HOME MASTER HARDWARE & ELECTRICAL,HOME MASTER HARDWARE & ELECTRICAL,True,True,22/12/2017,22/12/2017,True,True,15.90,15.90,True,True,15.90,15.90,True,True,
sroie_train_X51007846395,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007846395.jpg,True,GERBANG ALAF RESTAURANTS SDN BHD,Gerbang Alaf Restaurants Sdn Bhd,False,True,24/06/2018,24/06/2018,True,True,12.80,12.80,True,True,12.80,12.80,False,True,
sroie_train_X51008123586,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008123586.jpg,True,MYNEWS RETAIL SB,myNEWS.com,False,False,29/06/2018,29/06/2018,True,True,7.70,7.70,True,True,7.70,7.70,False,False,vendor_mismatch
sroie_train_X51006414394,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414394.jpg,True,RESTORAN SIAM VILLAGE,RESTORAN SIAM VILLAGE,True,True,27/04/2018,27/04/2018,True,True,275.90,275.90,True,True,275.90,275.90,True,True,
sroie_train_X51008114217,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008114217.jpg,True,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,True,True,30-06-18,30-06-18,True,True,27.25,27.25,True,True,27.25,27.25,True,True,
sroie_train_X51006332649,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006332649.jpg,True,BEMED (SP) SDN. BHD.,BEMED (SP) SDN. BHD.,True,True,25/FEB/2017,25/Feb/2017,False,True,217.00,217.00,True,True,217.00,217.00,False,True,
sroie_train_X51006466062,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006466062.jpg,True,WESTERN EASTERN ST TIONERY SDN. BHD,WESTERN 'EASTERN' STATIONERY SDN. BHD,False,False,16-04-2018,16-04-2018,True,True,RM5.00,5.00,False,True,5.00,5.00,False,False,vendor_mismatch;total_format_only_mismatch
sroie_train_X51005268472,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005268472.jpg,True,ASIA MART,ASIA MART,True,True,22/12/2017,22/12/2017,True,True,32.70,32.70,True,True,32.70,32.70,True,True,
sroie_train_X51007339131,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339131.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,True,True,18/09/2017,18/09/2017,True,True,12.40,12.40,True,True,12.40,12.40,True,True,
sroie_train_X51007339156,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339156.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,True,True,08/07/2017,08/07/2017,True,True,8.70,8.70,True,True,8.70,8.70,True,True,
sroie_train_X51005719902,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005719902.jpg,True,KING'S CONFECTIONERY S/B,KING'S CONFECTIONERY S/B,True,True,11/03/18,11/03/18,True,True,25.15,25.15,True,True,25.15,25.15,True,True,
sroie_train_X51006414703,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414703.jpg,True,AEON CO. (M) BHD,"AEON CO., (M) BHD",False,True,22/04/2018,22/04/2018,True,True,98.35,98.35,True,True,98.35,98.35,False,True,
sroie_train_X51007339118,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339118.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,True,True,07/11/2017,07/11/2017,True,True,2.00,2.00,True,True,2.00,2.00,True,True,
sroie_train_X51006867436,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006867436.jpg,True,GUARDIAN HEALTH AND BEAUTY SDN BHD,Guardian Health And Beauty Sdn Bhd,False,True,24/05/18,24/05/18,True,True,4.50,4.50,True,True,4.50,4.50,False,True,
sroie_train_X51006620187,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006620187.jpg,True,ANEKA INTERTRADE MARKETING SDN BHD,Aneka Intertrade Marketing Sdn Bhd,False,True,19/05/16,19/05/16,True,True,6.85,6.85,True,True,6.85,6.85,False,True,
sroie_train_X51007339139,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339139.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,True,True,21/03/2017,21/03/2017,True,True,10.00,10.00,True,True,10.00,10.00,True,True,
sroie_train_X51008123450,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008123450.jpg,False,SANJUNG REALITI SDN. BHD.,,False,False,27/06/18,,False,False,1.50,,False,False,1.50,,False,False,parse_failed;vendor_mismatch;date_mismatch;total_mismatch
sroie_train_X51005605334,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005605334.jpg,True,POPULAR BOOK CO. (M) SDN BHD,POPULAR BOOK CO. (M) SDN BHD,True,True,29/03/18,29/03/18,True,True,9.65,9.65,True,True,9.65,9.65,True,True,
sroie_train_X51007339152,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339152.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,True,True,06/07/2017,06/07/2017,True,True,4.50,4.50,True,True,4.50,4.50,True,True,
sroie_train_X51005711401,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005711401.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,True,True,19-03-2018,19-03-2018,True,True,6.00,6.00,True,True,6.00,6.00,True,True,
sroie_train_X51006332575,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006332575.jpg,True,TANJONGMAS BOOKCENTRE (PJ) SDN BHD,TANJONGMAS BOOKCENTRE (PJ) SDN BHD,True,True,17/03/2017,17/03/2017,True,True,62.00,62.00,True,True,62.00,62.00,True,True,
sroie_train_X51005745187,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005745187.jpg,True,SLF CASH & CARRY,SLF CASH & CARRY,True,True,03/02/2018,03/03/2018,False,False,21.20,21.20,True,True,21.20,21.20,False,False,date_mismatch
sroie_train_X51008064061,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008064061.jpg,True,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,True,True,03-05-18,03-05-18,True,True,69.20,69.20,True,True,69.20,69.20,True,True,
sroie_train_X51005676543,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005676543.jpg,True,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,True,True,02/01/2018,02/01/2018,True,True,13.25,13.25,True,True,13.25,13.25,True,True,
sroie_train_X51008142068,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008142068.jpg,True,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,True,True,11/05/2018,11/05/2018,True,True,68.90,68.90,True,True,68.90,68.90,True,True,
sroie_train_X51005757290,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005757290.jpg,True,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,True,True,17-03-18,17-03-18,True,True,42.90,42.90,True,True,42.90,42.90,True,True,
sroie_train_X51007339642,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339642.jpg,True,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,True,True,28/09/2017,28/09/2017,True,True,14.00,14.00,True,True,14.00,14.00,True,True,
sroie_train_X51006414720,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414720.jpg,True,PASARAYA JALAL SDN BHD,PASARAYA JALAL SDN BHD,True,True,20/04/2018,20/04/2018,True,True,6.40,6.40,True,True,6.40,6.40,True,True,
sroie_train_X51006555814,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006555814.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,True,True,27/07/2017,27/07/2017,True,True,94.19,94.19,True,True,94.19,94.19,True,True,
sroie_train_X00016469669,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X00016469669.jpg,True,ABC HO TRADING,ABC HO TRADING,True,True,09/01/2019,09/01/2019,True,True,31.00,31.00,True,True,31.00,31.00,True,True,
sroie_train_X51006713996,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006713996.jpg,True,SKCA HARDWARE & TIMBER SDN. BHD.,SKCA HARDWARE & TIMBER SDN. BHD.,True,True,01-NOV-2017,01-Nov-2017,False,True,142.00,142.00,True,True,142.00,142.00,False,True,
sroie_train_X51005303661,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005303661.jpg,True,LIGHTROOM GALLERY SDN BHD,LIGHTROOM GALLERY SDN BHD,True,True,20/12/2017,20/12/2017,True,True,73.00,73.00,True,True,73.00,73.00,True,True,
sroie_train_X51007339133,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339133.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,True,True,27/10/2017,27/10/2017,True,True,8.70,8.70,True,True,8.70,8.70,True,True,
sroie_train_X51007846305,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007846305.jpg,True,AEON CO. (M) BHD,AEON CO. (M) BHD,True,True,10/06/2018,10/06/2018,True,True,127.35,127.35,True,True,127.35,127.35,True,True,
sroie_train_X51005757199,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005757199.jpg,True,POPULAR BOOK CO. (M) SDN BHD,POPULAR BOOK CO. (M) SDN BHD,True,True,01/03/18,01/03/18,True,True,4.00,4.00,True,True,4.00,4.00,True,True,
sroie_train_X51006556730,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006556730.jpg,True,MAKASSAR FRESH MARKET S/B,MAKASSAR FRESH MARKET S/B.,False,True,05-AUG-2017,05-Aug-2017,False,True,RM40.00,40.00,False,True,40.00,40.00,False,True,total_format_only_mismatch
sroie_train_X51006387740,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006387740.jpg,True,ARTRANGE STATIONERS & PRINT SDN BHD,ARTRANGE STATIONERS & PRINT SDN BHD,True,True,10/04/2017,10/04/2017,True,True,15.40,15.40,True,True,15.40,15.40,True,True,
sroie_train_X51005441407,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005441407.jpg,True,TASTE OF THE WORLD SDN BHD,Taste Of The World Sdn Bhd,False,True,5/3/2018,5/3/2018,True,True,64.15,64.15,True,True,64.15,64.15,False,True,
sroie_train_X51006557117,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006557117.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,True,True,30/10/2017,30/10/2017,True,True,62.60,62.60,True,True,62.60,62.60,True,True,
sroie_train_X51008099102,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008099102.jpg,True,MIZU MENTAI SDN. BHD.,MIZU MENTAI SDN. BHD.,True,True,04-06-2018,04-06-2018,True,True,68.00,68.00,True,True,68.00,68.00,True,True,
sroie_train_X51005757273,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005757273.jpg,True,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,True,True,12-03-18,12-03-18,True,True,45.00,45.00,True,True,45.00,45.00,True,True,
sroie_train_X51008099087,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008099087.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,True,True,11-06-2018,11-06-2018,True,True,7.80,7.80,True,True,7.80,7.80,True,True,
sroie_train_X51006619862,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006619862.jpg,True,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,True,True,07-06-16,07-06-16,True,True,RM 13.30,13.30,False,True,13.30,13.30,False,True,total_format_only_mismatch
